CD_MAKE_VEH,CD_MODEL_VEH,CD_CLR_BDY_VEH_P,NB_YEAR_MFC_VEH,TOTAL
ABARTH,500E  ,GRN,2023,1
ABARTH,695 CO,BLK,2024,1
ABARTH,695 CO,OGE,2024,3
ABARTH,695 CO,RED,2024,1
ABARTH,695 CO,WHI,2024,2
ACHTNG,VOLKSW,CRM,2024,1
ACHTNG,VOLKSW,WHI,2024,1
AGRIFC,CONDOR,RED,2024,1
AGRIFC,SPRAYR,RED,2024,1
ALFA R,GIULIA,BLK,2024,1
ALFA R,GIULIA,BLU,2024,1
ALFA R,GIULIA,GRY,2024,2
ALFA R,GIULIA,RED,2024,3
ALFA R,GIULIA,WHI,2024,1
ALFA R,STELVI,BLK,2023,1
ALFA R,STELVI,BLK,2024,1
ALFA R,STELVI,GRY,2024,1
ALFA R,STELVI,RED,2024,1
ALFA R,STELVI,WHI,2024,3
ALFA R,TONALE,BLK,2024,1
ALFA R,TONALE,BLU,2024,1
ALFA R,TONALE,WHI,2024,1
AMMANN,AR5130,GRN,2024,1
AMMANN,AR570 ,GRN,2024,1
AMMANN,ARS110,WHI,2024,2
AMMANN,ARS130,GRN,2024,6
AMMANN,ARS150,GRN,2024,3
ANTONI,TRX980,RED,2023,1
APRILI,RS660 ,BLK,2023,1
APRILI,TUO660,BLK,2024,1
APRILI,TUO660,RED,2023,1
ASTON ,DB12  ,GRY,2024,1
ASTON ,DB12 V,BLK,2024,1
ASTON ,DB12 V,GRN,2024,1
ASTON ,DBX 70,BLK,2023,1
ASTON ,DBX 70,GRN,2023,1
ASTON ,VANTAG,BLK,2024,1
ASV   ,RT100 ,OGE,2024,1
AUDI  ,A1    ,BLK,2024,1
AUDI  ,A1    ,GRN,2024,1
AUDI  ,A1    ,RED,2024,1
AUDI  ,A1    ,WHI,2024,1
AUDI  ,A3    ,BLK,2024,9
AUDI  ,A3    ,BLU,2024,5
AUDI  ,A3    ,GRY,2024,11
AUDI  ,A3    ,SIL,2024,5
AUDI  ,A3    ,WHI,2024,17
AUDI  ,A4    ,BLK,2024,1
AUDI  ,A4    ,BLU,2024,1
AUDI  ,A4    ,GRN,2024,1
AUDI  ,A4    ,GRY,2024,2
AUDI  ,A4    ,WHI,2024,3
AUDI  ,A5    ,BLK,2024,5
AUDI  ,A5    ,BLU,2024,1
AUDI  ,A5    ,GRY,2024,4
AUDI  ,A6    ,BLK,2024,3
AUDI  ,A6    ,GRY,2024,2
AUDI  ,A6    ,WHI,2024,1
AUDI  ,ETRON ,GRY,2023,1
AUDI  ,Q2    ,BLK,2024,10
AUDI  ,Q2    ,BLU,2024,1
AUDI  ,Q2    ,GRY,2024,8
AUDI  ,Q2    ,RED,2024,2
AUDI  ,Q2    ,SIL,2024,1
AUDI  ,Q2    ,WHI,2024,11
AUDI  ,Q3    ,BLK,2024,53
AUDI  ,Q3    ,BLU,2024,18
AUDI  ,Q3    ,GRY,2024,33
AUDI  ,Q3    ,RED,2024,4
AUDI  ,Q3    ,SIL,2024,12
AUDI  ,Q3    ,WHI,2024,48
AUDI  ,Q5    ,BLK,2024,23
AUDI  ,Q5    ,BLU,2024,5
AUDI  ,Q5    ,GRN,2024,1
AUDI  ,Q5    ,GRY,2024,13
AUDI  ,Q5    ,SIL,2024,4
AUDI  ,Q5    ,WHI,2024,25
AUDI  ,Q5 E  ,BLK,2024,1
AUDI  ,Q7    ,BLK,2024,2
AUDI  ,Q7    ,GRY,2024,1
AUDI  ,Q7    ,WHI,2024,3
AUDI  ,Q8    ,WHI,2024,1
AUDI  ,Q8 E T,GRY,2023,1
AUDI  ,RS Q8 ,BLK,2024,1
AUDI  ,RS Q8 ,WHI,2024,1
AUDI  ,RS3   ,BLK,2024,3
AUDI  ,RS3   ,GRN,2024,1
AUDI  ,RS3   ,GRY,2024,8
AUDI  ,RS3   ,WHI,2024,2
AUDI  ,RS4   ,BLK,2024,1
AUDI  ,RS5   ,WHI,2024,1
AUDI  ,RS6   ,BLK,2024,3
AUDI  ,RS6   ,GRY,2024,1
AUDI  ,RS6   ,SIL,2024,1
AUDI  ,RSQ3  ,BLK,2024,6
AUDI  ,RSQ3  ,GRN,2024,1
AUDI  ,RSQ3  ,GRY,2024,10
AUDI  ,RSQ3  ,RED,2024,1
AUDI  ,RSQ3  ,WHI,2024,3
AUDI  ,S3    ,BLK,2024,7
AUDI  ,S3    ,BLU,2024,1
AUDI  ,S3    ,GRY,2024,6
AUDI  ,S3    ,WHI,2024,5
AUDI  ,S4    ,BLK,2024,1
AUDI  ,S4    ,GRY,2024,2
AUDI  ,S5    ,BLU,2024,1
AUDI  ,S5    ,GRY,2024,1
AUDI  ,S7    ,GRY,2024,1
AUDI  ,SQ2   ,BLK,2024,2
AUDI  ,SQ2   ,GRY,2024,5
AUDI  ,SQ5   ,BLK,2024,1
AUDI  ,SQ5   ,WHI,2024,2
AUDI  ,SQ7   ,BLK,2024,1
AUDI  ,SQ7   ,BLU,2024,2
AUDI  ,SQ7   ,GRY,2024,3
AUDI  ,SQ8   ,BLK,2024,1
AUDI  ,SQ8   ,WHI,2024,1
AVANT ,225   ,GRN,2023,1
B C I ,PK6120,WHI,2024,1
B C I ,PK6127,WHI,2024,2
B C I ,PK6850,FWN,2024,1
B M C ,X7    ,WHI,2024,1
B M W ,118   ,RED,2024,1
B M W ,118I  ,BLK,2024,7
B M W ,118I  ,BLU,2024,1
B M W ,118I  ,GRY,2024,3
B M W ,118I  ,RED,2024,1
B M W ,118I  ,WHI,2024,1
B M W ,128I  ,BLK,2024,1
B M W ,128TI ,BLK,2024,1
B M W ,128TI ,GRY,2024,4
B M W ,128TI ,RED,2024,1
B M W ,128TI ,WHI,2024,3
B M W ,2 SERI,BLU,2024,1
B M W ,218I  ,GRY,2024,2
B M W ,218I G,WHI,2024,1
B M W ,220I  ,BLK,2024,4
B M W ,220I  ,BLU,2024,2
B M W ,220I  ,GRY,2024,3
B M W ,220I  ,WHI,2024,1
B M W ,220I G,BLU,2024,1
B M W ,220I G,GRY,2024,2
B M W ,230I  ,BLK,2024,3
B M W ,230I  ,GRY,2024,7
B M W ,230I  ,WHI,2024,6
B M W ,240I  ,BLK,2024,1
B M W ,3 SERI,GRY,2024,1
B M W ,330E  ,BLU,2024,1
B M W ,330E  ,GRY,2024,3
B M W ,330E  ,WHI,2024,1
B M W ,330I  ,BLK,2024,11
B M W ,330I  ,BLU,2024,3
B M W ,330I  ,GRY,2024,11
B M W ,330I  ,RED,2023,1
B M W ,330I  ,WHI,2024,13
B M W ,330I T,BLK,2024,1
B M W ,330ITR,BLK,2024,1
B M W ,420I  ,BLK,2024,5
B M W ,420I  ,BLU,2024,2
B M W ,420I  ,GRN,2024,2
B M W ,420I  ,GRY,2024,2
B M W ,420I  ,WHI,2024,3
B M W ,42GM  ,GRY,2024,1
B M W ,430GC ,RED,2024,1
B M W ,430I  ,BLK,2024,5
B M W ,430I  ,BLU,2023,1
B M W ,430I  ,BLU,2024,1
B M W ,430I  ,GRN,2024,1
B M W ,430I  ,GRY,2024,4
B M W ,430I  ,RED,2024,1
B M W ,430I  ,WHI,2024,4
B M W ,520I  ,GRY,2023,1
B M W ,520I  ,GRY,2024,1
B M W ,520I  ,WHI,2023,2
B M W ,520I  ,WHI,2024,1
B M W ,52EE  ,WHI,2024,1
B M W ,530D  ,BLK,2024,6
B M W ,530D  ,BLU,2024,6
B M W ,530D  ,GRY,2024,6
B M W ,530D  ,WHI,2024,10
B M W ,56DP  ,BLK,2024,1
B M W ,740I  ,BLK,2024,2
B M W ,740I  ,GRY,2024,1
B M W ,760I  ,BLK,2023,1
B M W ,840I  ,WHI,2024,1
B M W ,86DP  ,WHI,2024,1
B M W ,C400GT,BLK,2024,1
B M W ,C400GT,WHI,2024,1
B M W ,C400X ,BLK,2024,1
B M W ,F 900 ,BLK,2024,1
B M W ,F 900 ,WHI,2024,2
B M W ,F900 G,WHI,2024,1
B M W ,F900GS,YLW,2024,1
B M W ,G310GS,BLK,2024,3
B M W ,G310GS,WHI,2024,1
B M W ,G310R ,BLK,2024,3
B M W ,G310R ,BLU,2024,3
B M W ,I4    ,BLK,2024,15
B M W ,I4    ,BLU,2024,2
B M W ,I4    ,GRN,2024,4
B M W ,I4    ,GRY,2024,7
B M W ,I4    ,MRN,2024,1
B M W ,I4    ,RED,2024,2
B M W ,I4    ,WHI,2024,10
B M W ,I4 35 ,BLK,2024,2
B M W ,I4 35 ,GRN,2024,2
B M W ,I4 35 ,GRY,2024,2
B M W ,I4 35 ,WHI,2024,2
B M W ,I4 35E,BLK,2024,1
B M W ,I4 E35,BLK,2024,3
B M W ,I4 E35,GRY,2024,3
B M W ,I4 E35,RED,2024,1
B M W ,I4 E35,WHI,2024,4
B M W ,I4 EDR,BLK,2024,1
B M W ,I4 EDR,GRY,2024,3
B M W ,I5    ,BLK,2023,1
B M W ,I5    ,GRY,2024,2
B M W ,I5 40 ,GRY,2023,1
B M W ,I7    ,BLK,2024,2
B M W ,I7 60 ,BLU,2024,1
B M W ,I7 60 ,GRY,2024,1
B M W ,IX    ,BLK,2023,1
B M W ,IX    ,BLK,2024,1
B M W ,IX    ,GRY,2024,4
B M W ,IX    ,WHI,2024,1
B M W ,IX 40 ,BLK,2024,1
B M W ,IX 40 ,GRY,2023,1
B M W ,IX 40 ,GRY,2024,2
B M W ,IX 50 ,WHI,2024,1
B M W ,IX M60,GRY,2024,1
B M W ,IX1   ,BLK,2024,10
B M W ,IX1   ,BLU,2024,6
B M W ,IX1   ,GRN,2024,7
B M W ,IX1   ,GRY,2024,3
B M W ,IX1   ,OGE,2024,1
B M W ,IX1   ,SIL,2024,9
B M W ,IX1   ,WHI,2024,22
B M W ,IX1 20,BLK,2024,7
B M W ,IX1 20,BLU,2024,1
B M W ,IX1 20,GRY,2024,1
B M W ,IX1 20,SIL,2024,3
B M W ,IX1 20,WHI,2024,8
B M W ,IX1 30,BLK,2024,3
B M W ,IX1 30,BLU,2024,1
B M W ,IX1 30,GRN,2024,4
B M W ,IX1 30,GRY,2024,1
B M W ,IX1 30,WHI,2024,4
B M W ,IX1 ED,SIL,2024,2
B M W ,IX1 ED,WHI,2024,1
B M W ,IX1 XD,BLK,2024,1
B M W ,IX1 XD,WHI,2024,1
B M W ,IX2   ,BLK,2024,9
B M W ,IX2   ,BLU,2024,6
B M W ,IX2   ,GRN,2024,4
B M W ,IX2   ,GRY,2024,11
B M W ,IX2   ,RED,2024,5
B M W ,IX2   ,WHI,2024,2
B M W ,IX2 20,GRY,2024,1
B M W ,IX2 20,WHI,2024,2
B M W ,IX2 30,BLK,2024,6
B M W ,IX2 30,BLU,2024,3
B M W ,IX2 30,GRY,2024,9
B M W ,IX2 30,RED,2024,2
B M W ,IX2 30,WHI,2024,2
B M W ,IX2 XD,GRY,2024,1
B M W ,IX2 XD,RED,2024,1
B M W ,IX2 XD,WHI,2024,1
B M W ,IX3   ,BLK,2024,3
B M W ,IX3   ,BLU,2024,1
B M W ,IX3   ,RED,2024,3
B M W ,IX3   ,WHI,2024,3
B M W ,IX3 MS,RED,2024,1
B M W ,K 1600,WHI,2024,1
B M W ,K1600 ,BLU,2024,1
B M W ,K1600G,BLK,2024,1
B M W ,M 1000,BLK,2024,3
B M W ,M1000X,BLK,2024,1
B M W ,M135I ,BLK,2024,1
B M W ,M135I ,BLU,2024,1
B M W ,M135I ,GRY,2024,2
B M W ,M135I ,WHI,2024,2
B M W ,M2    ,BLK,2024,4
B M W ,M2    ,BLU,2024,4
B M W ,M2    ,GRY,2024,8
B M W ,M2    ,RED,2024,1
B M W ,M2    ,WHI,2024,3
B M W ,M235I ,BLK,2024,1
B M W ,M235I ,GRY,2024,1
B M W ,M240I ,BLK,2024,2
B M W ,M240I ,GRY,2024,2
B M W ,M240I ,WHI,2024,1
B M W ,M3    ,BLK,2023,1
B M W ,M3    ,BLK,2024,3
B M W ,M3    ,BLU,2024,1
B M W ,M3    ,GRN,2024,2
B M W ,M3    ,GRY,2024,9
B M W ,M3    ,WHI,2024,3
B M W ,M3 COM,BLK,2024,2
B M W ,M3 COM,GRY,2024,3
B M W ,M3 COM,SIL,2024,1
B M W ,M340I ,BLK,2024,4
B M W ,M340I ,BLU,2024,2
B M W ,M340I ,GRY,2024,9
B M W ,M340I ,WHI,2024,2
B M W ,M35I  ,BLK,2024,1
B M W ,M4    ,BLK,2023,1
B M W ,M4    ,BLK,2024,2
B M W ,M4    ,BLU,2023,1
B M W ,M4    ,BLU,2024,1
B M W ,M4    ,GRN,2023,1
B M W ,M4    ,GRN,2024,1
B M W ,M4    ,WHI,2024,1
B M W ,M4 COM,GRY,2024,1
B M W ,M440I ,BLK,2024,1
B M W ,M440I ,BLU,2024,1
B M W ,M440I ,WHI,2024,2
B M W ,R 12 H,BLK,2024,1
B M W ,R 12 H,MRN,2024,1
B M W ,R 12 N,BLK,2024,1
B M W ,R 12 N,GRN,2024,1
B M W ,R 1250,BLK,2024,1
B M W ,R 1250,GRY,2024,2
B M W ,R 1300,BLK,2024,1
B M W ,R 1300,BLU,2024,3
B M W ,R 1300,WHI,2024,2
B M W ,R 18  ,GRN,2024,2
B M W ,R 18 H,GRN,2024,1
B M W ,R NINE,GRY,2024,1
B M W ,R NINE,WHI,2024,1
B M W ,R1250 ,BLK,2024,5
B M W ,R1250 ,BLU,2024,4
B M W ,R1300 ,BLU,2024,2
B M W ,R1300 ,WHI,2024,1
B M W ,R1300G,BLU,2024,3
B M W ,R18 B ,BLU,2024,2
B M W ,R18 HL,GRN,2024,1
B M W ,S 1000,BLK,2024,1
B M W ,S 1000,RED,2024,1
B M W ,S 1000,WHI,2024,1
B M W ,S1000 ,BLU,2024,1
B M W ,S1000R,BLU,2024,1
B M W ,S1000R,WHI,2023,1
B M W ,S1000R,WHI,2024,1
B M W ,S1000X,BLU,2024,1
B M W ,S1000X,WHI,2024,1
B M W ,S100XR,BLU,2024,1
B M W ,X M40I,BLK,2024,1
B M W ,X1    ,BLK,2024,9
B M W ,X1    ,BLU,2024,3
B M W ,X1    ,GRN,2024,3
B M W ,X1    ,GRY,2024,1
B M W ,X1    ,SIL,2024,2
B M W ,X1    ,WHI,2024,10
B M W ,X1 18I,BLK,2024,4
B M W ,X1 18I,BLU,2024,2
B M W ,X1 18I,GRN,2024,1
B M W ,X1 18I,SIL,2024,4
B M W ,X1 18I,WHI,2024,7
B M W ,X1 20I,BLK,2024,4
B M W ,X1 20I,GRY,2024,1
B M W ,X1 20I,SIL,2024,1
B M W ,X1 20I,WHI,2024,3
B M W ,X1 M35,BLK,2024,1
B M W ,X1 M35,SIL,2024,1
B M W ,X1 SDR,WHI,2024,1
B M W ,X1 XDR,SIL,2024,1
B M W ,X2    ,BLK,2024,3
B M W ,X2    ,BLU,2024,1
B M W ,X2    ,GRY,2024,7
B M W ,X2    ,RED,2024,2
B M W ,X2    ,WHI,2024,2
B M W ,X2 20I,BLU,2024,1
B M W ,X2 20I,GRY,2024,2
B M W ,X2 20I,WHI,2024,1
B M W ,X2 M35,BLK,2024,2
B M W ,X2 M35,GRY,2024,2
B M W ,X3    ,BLK,2024,16
B M W ,X3    ,BLU,2024,3
B M W ,X3    ,GRY,2024,14
B M W ,X3    ,RED,2024,1
B M W ,X3    ,WHI,2024,21
B M W ,X3 20D,BLK,2024,1
B M W ,X3 20D,GRY,2024,1
B M W ,X3 20I,GRY,2024,1
B M W ,X3 20I,WHI,2024,5
B M W ,X3 30E,GRY,2024,1
B M W ,X3 30E,WHI,2024,1
B M W ,X3 30I,BLK,2024,14
B M W ,X3 30I,BLU,2024,4
B M W ,X3 30I,GRY,2024,14
B M W ,X3 30I,WHI,2024,16
B M W ,X3 M40,BLK,2024,3
B M W ,X3 M40,GRY,2023,1
B M W ,X3 XDR,GRY,2024,2
B M W ,X3 XDR,WHI,2024,2
B M W ,X4    ,BLK,2024,4
B M W ,X4    ,BLU,2024,3
B M W ,X4    ,GRY,2024,5
B M W ,X4    ,RED,2024,1
B M W ,X4    ,WHI,2024,3
B M W ,X4 20I,BLK,2024,2
B M W ,X4 20I,BLU,2024,1
B M W ,X4 20I,GRY,2024,1
B M W ,X4 20I,WHI,2024,2
B M W ,X4 30I,BLK,2024,5
B M W ,X4 30I,GRY,2024,1
B M W ,X4 30I,WHI,2024,1
B M W ,X4 M  ,BLK,2024,1
B M W ,X4 M40,BLU,2024,1
B M W ,X4 M40,GRY,2024,1
B M W ,X4 XDR,WHI,2024,1
B M W ,X5    ,BLK,2023,1
B M W ,X5    ,BLK,2024,11
B M W ,X5    ,GRN,2024,1
B M W ,X5    ,GRY,2023,2
B M W ,X5    ,GRY,2024,9
B M W ,X5    ,WHI,2024,6
B M W ,X5 30D,BLK,2024,14
B M W ,X5 30D,BLU,2024,1
B M W ,X5 30D,BRN,2024,1
B M W ,X5 30D,GRY,2024,20
B M W ,X5 30D,RED,2024,1
B M W ,X5 30D,WHI,2024,7
B M W ,X5 40I,BLK,2024,2
B M W ,X5 40I,GRY,2024,3
B M W ,X5 40I,WHI,2024,4
B M W ,X5 50E,BLU,2024,1
B M W ,X5 50E,GRY,2024,1
B M W ,X5 M  ,GRN,2023,1
B M W ,X5 M  ,OGE,2024,1
B M W ,X5 M60,BLK,2024,1
B M W ,X5 M60,BLU,2024,5
B M W ,X5 M60,GRY,2024,3
B M W ,X5 M60,WHI,2024,2
B M W ,X5 XDR,WHI,2024,1
B M W ,X6    ,GRY,2023,1
B M W ,X6    ,GRY,2024,1
B M W ,X6    ,WHI,2024,3
B M W ,X6 30D,BLK,2024,1
B M W ,X6 30D,GRY,2024,4
B M W ,X6 30D,WHI,2024,2
B M W ,X6 40I,BLK,2024,1
B M W ,X6 40I,BLU,2024,2
B M W ,X6 40I,WHI,2024,1
B M W ,X6 M  ,BLK,2023,1
B M W ,X6 M  ,WHI,2024,1
B M W ,X6 M60,BLK,2024,1
B M W ,X6 M60,WHI,2024,1
B M W ,X6 XDR,WHI,2024,1
B M W ,X7    ,BLK,2024,8
B M W ,X7    ,BLU,2024,1
B M W ,X7    ,GRY,2024,4
B M W ,X7    ,WHI,2024,5
B M W ,X7 40D,BLK,2024,3
B M W ,X7 40D,BLU,2024,1
B M W ,X7 40D,GRY,2024,4
B M W ,X7 40D,WHI,2023,1
B M W ,X7 40D,WHI,2024,1
B M W ,X7 40I,BLK,2023,1
B M W ,X7 40I,BLK,2024,8
B M W ,X7 40I,BLU,2024,1
B M W ,X7 40I,GRY,2024,3
B M W ,X7 40I,WHI,2024,3
B M W ,X7 M60,BLU,2024,1
B M W ,X7 XDR,WHI,2024,1
B M W ,XM    ,BLK,2024,1
B M W ,XM    ,BLU,2024,1
B M W ,XM    ,GRN,2024,2
B M W ,XM    ,GRY,2024,1
B M W ,XM    ,WHI,2024,1
B M W ,XX6   ,GRY,2024,1
B M W ,Z4    ,BLK,2024,1
B M W ,Z4    ,GRY,2024,1
B M W ,Z4 20I,WHI,2024,1
B Y D ,ATTO3 ,BLK,2024,4
B Y D ,ATTO3 ,BLU,2023,1
B Y D ,ATTO3 ,BLU,2024,3
B Y D ,ATTO3 ,GRY,2024,10
B Y D ,ATTO3 ,RED,2023,6
B Y D ,ATTO3 ,WHI,2023,12
B Y D ,ATTO3 ,WHI,2024,11
B Y D ,D9RA  ,WHI,2024,1
B Y D ,DOLPHI,BLU,2024,6
B Y D ,DOLPHI,GRY,2023,1
B Y D ,DOLPHI,GRY,2024,12
B Y D ,DOLPHI,PNK,2024,4
B Y D ,DOLPHI,WHI,2023,1
B Y D ,DOLPHI,WHI,2024,11
B Y D ,SEAL  ,BLK,2023,2
B Y D ,SEAL  ,BLK,2024,20
B Y D ,SEAL  ,BLU,2024,17
B Y D ,SEAL  ,GRY,2023,1
B Y D ,SEAL  ,GRY,2024,45
B Y D ,SEAL  ,WHI,2024,61
B Y D ,SEALIO,BLK,2024,14
B Y D ,SEALIO,BLU,2024,32
B Y D ,SEALIO,GRY,2024,52
B Y D ,SEALIO,WHI,2024,61
BAOLI ,KBD   ,OGE,2024,1
BAOLI ,KBD50S,OGE,2024,1
BAOLI ,KBG25 ,OGE,2024,1
BAOLI ,KBG25H,BLU,2024,1
BAOLI ,KBG30 ,OGE,2024,1
BENELL,TRK 70,GRN,2024,1
BENELL,TRK702,GRY,2024,1
BENT  ,CONTIN,WHI,2024,1
BENT  ,FLYING,BLK,2024,1
BETA  ,480 RR,RED,2024,1
BETA  ,RR200T,RED,2024,1
BETA  ,RR300 ,RED,2023,1
BETA  ,RR300 ,RED,2024,2
BETA  ,RR350 ,RED,2023,1
BETA  ,XT300 ,RED,2023,1
BETA  ,XT300 ,RED,2024,4
BETA  ,XTRAIN,RED,2023,1
BOBCAT,CT1025,WHI,2023,1
BOBCAT,S550  ,WHI,2024,1
BOBCAT,S590  ,WHI,2024,2
BOBCAT,T76   ,WHI,2024,1
BRAAAP,CRUISE,BLK,2023,1
BRAAAP,CRUISE,RED,2023,1
BRAAAP,ST400 ,BLK,2023,1
C MILL,LT-S2 ,WHI,2024,1
CAN AM,      ,GRY,2023,1
CAN AM,      ,YLW,2024,1
CAN AM,DEFEND,GRN,2023,1
CAN AM,DEFEND,GRY,2023,1
CAN AM,DEFEND,YLW,2023,2
CAN AM,HD10  ,GRY,2024,1
CAN AM,HD9   ,BLK,2023,1
CAN AM,HD9 XU,BLK,2023,1
CAN AM,MAVXRS,BLU,2023,1
CASE  ,721G  ,YLW,2023,2
CASE  ,8250  ,RED,2023,1
CASE  ,9260  ,OGE,2024,1
CASE  ,CX145C,YLW,2023,1
CASE  ,MAGNUM,RED,2024,2
CASE  ,OPTUM ,RED,2023,3
CASE  ,PATRIO,RED,2023,3
CASE  ,STEIGE,RED,2024,1
CATPLR,140 14,YLW,2024,2
CATPLR,150   ,YLW,2023,1
CATPLR,246D3 ,YLW,2024,1
CATPLR,259D3 ,YLW,2023,1
CATPLR,259D3 ,YLW,2024,1
CATPLR,299D3 ,YLW,2023,1
CATPLR,3017CR,YLW,2023,1
CATPLR,306 07,YLW,2024,1
CATPLR,330   ,YLW,2023,1
CATPLR,CB27  ,YLW,2023,1
CATPLR,CP56B ,YLW,2023,1
CATPLR,CS13GC,YLW,2024,1
CATPLR,CS44B ,YLW,2023,1
CATPLR,CS44B ,YLW,2024,1
CATPLR,CS64B ,YLW,2024,1
CATPLR,D2    ,YLW,2023,1
CATPLR,GP25NT,YLW,2024,1
CATPLR,GP35NT,YLW,2023,1
CATPLR,GP55NT,YLW,2024,1
CFMOTO,300NK ,BLK,2024,1
CFMOTO,400NK ,BLK,2023,1
CFMOTO,400NK ,BLK,2024,1
CFMOTO,450 MT,BLU,2024,1
CFMOTO,450 MT,GRY,2024,1
CFMOTO,450CLC,BLK,2024,1
CFMOTO,450CLC,RED,2024,2
CFMOTO,450MT ,BLK,2024,6
CFMOTO,450MT ,BLU,2024,8
CFMOTO,450MT ,GRY,2024,32
CFMOTO,450SR ,BLK,2023,3
CFMOTO,450SR ,BLK,2024,5
CFMOTO,450SR ,GRY,2024,1
CFMOTO,450SR ,WHI,2023,1
CFMOTO,450SRS,BLK,2024,1
CFMOTO,520   ,RED,2024,1
CFMOTO,700MT ,BLK,2024,1
CFMOTO,800MT ,BLK,2024,3
CFMOTO,800MT ,BLU,2023,2
CFMOTO,800MT ,BLU,2024,1
CFMOTO,8OONK ,BLK,2024,1
CFMOTO,C250  ,RED,2024,1
CFMOTO,C400  ,GRN,2024,9
CFMOTO,C520  ,GRN,2024,1
CFMOTO,C520  ,RED,2024,4
CFMOTO,CF600U,KHA,2024,1
CFMOTO,CFORCE,GRY,2024,1
CFMOTO,CFORCE,KHA,2024,1
CFMOTO,CLC450,BLK,2024,3
CFMOTO,CLX300,WHI,2023,1
CFMOTO,PAPIO ,RED,2024,2
CFMOTO,U1000 ,BLK,2024,1
CFMOTO,U1000 ,BLU,2024,2
CFMOTO,U1000 ,BRN,2024,1
CFMOTO,U1000 ,GRN,2024,1
CFMOTO,U600  ,BLK,2024,1
CFMOTO,U600  ,BLU,2024,2
CFMOTO,U600  ,GRN,2024,6
CFMOTO,U600  ,SIL,2023,1
CFMOTO,U600  ,SIL,2024,2
CFMOTO,U800  ,BLK,2024,1
CFMOTO,U800EP,BLK,2024,1
CFMOTO,UFORCE,BEI,2024,1
CFMOTO,UFORCE,BLK,2024,1
CFMOTO,UFORCE,BRN,2024,1
CFMOTO,UFORCE,SIL,2024,1
CFMOTO,UFORCE,TAN,2024,1
CHANGA,OMODA ,BLK,2023,1
CHANGJ,CJ650B,BLK,2023,1
CHERY ,OMOA 5,GRY,2024,1
CHERY ,OMODA ,BLK,2023,23
CHERY ,OMODA ,BLK,2024,26
CHERY ,OMODA ,BLU,2023,35
CHERY ,OMODA ,BLU,2024,17
CHERY ,OMODA ,GRN,2023,1
CHERY ,OMODA ,GRN,2024,4
CHERY ,OMODA ,GRY,2023,7
CHERY ,OMODA ,GRY,2024,26
CHERY ,OMODA ,RED,2024,15
CHERY ,OMODA ,SIL,2023,62
CHERY ,OMODA ,SIL,2024,15
CHERY ,OMODA ,WHI,2023,4
CHERY ,OMODA ,WHI,2024,59
CHERY ,OMODA5,BLU,2024,1
CHERY ,OMODA5,GRN,2024,1
CHERY ,OMODA5,GRY,2024,2
CHERY ,TIGGO ,BLK,2023,10
CHERY ,TIGGO ,BLK,2024,21
CHERY ,TIGGO ,BLU,2023,4
CHERY ,TIGGO ,BLU,2024,3
CHERY ,TIGGO ,GRN,2024,1
CHERY ,TIGGO ,GRY,2023,5
CHERY ,TIGGO ,GRY,2024,19
CHERY ,TIGGO ,PUR,2024,8
CHERY ,TIGGO ,RED,2023,6
CHERY ,TIGGO ,RED,2024,1
CHERY ,TIGGO ,SIL,2023,3
CHERY ,TIGGO ,SIL,2024,4
CHERY ,TIGGO ,WHI,2023,10
CHERY ,TIGGO ,WHI,2024,25
CHERY ,TIGGO7,BLK,2023,1
CHERY ,TIGGO7,BLK,2024,3
CHERY ,TIGGO7,WHI,2024,3
CHERY ,TIGGO8,BLK,2024,1
CHERY ,TIGGO8,GRY,2024,1
CHERY ,TIGGO8,WHI,2024,1
CHEV  ,2500 H,WHI,2024,1
CHEV  ,CORVET,BLU,2024,1
CHEV  ,L2 SIL,GRY,2024,1
CHEV  ,LF SIL,WHI,2024,1
CHEV  ,SILKVE,GRY,2024,1
CHEV  ,SILVER,BLK,2023,2
CHEV  ,SILVER,BLK,2024,17
CHEV  ,SILVER,BLU,2023,1
CHEV  ,SILVER,BLU,2024,9
CHEV  ,SILVER,GRY,2023,2
CHEV  ,SILVER,GRY,2024,19
CHEV  ,SILVER,RED,2024,2
CHEV  ,SILVER,WHI,2023,1
CHEV  ,SILVER,WHI,2024,27
CHRYS ,COMPAS,WHI,2024,1
CITRN ,C4    ,BLK,2024,1
CITRN ,C4    ,WHI,2024,1
CITRN ,C5    ,BLU,2023,1
CITRN ,C5    ,GRY,2023,1
CITRN ,C5    ,WHI,2023,1
CLAAS ,ARION ,GRN,2024,1
CLAAS ,SCORPI,GRN,2023,1
CLARK ,GTS25D,YLW,2023,1
CROWN ,CG20SC,WHI,2024,1
CUPRA ,BORN  ,BLU,2024,7
CUPRA ,BORN  ,SIL,2023,1
CUPRA ,FORMEN,BLK,2024,1
CUPRA ,FORMEN,BLU,2024,1
CUPRA ,FORMEN,GRY,2024,6
CUPRA ,FORMEN,WHI,2024,1
CUPRA ,LEON V,BLK,2024,1
CUPRA ,LEON V,GRY,2024,2
CUPRA ,LEON V,WHI,2024,1
D EAGL,ELITE ,WHI,2023,3
DAF   ,CF340 ,WHI,2024,1
DAF   ,CF450 ,WHI,2023,1
DAF   ,CF450 ,WHI,2024,2
DAF   ,CF530 ,WHI,2023,3
DAF   ,CF530 ,WHI,2024,4
